Date,AXISBANK Adjusted Close,BANDHANBNK Adjusted Close,BANKBARODA Adjusted Close,FEDERALBNK Adjusted Close,HDFCBANK Adjusted Close,ICICIBANK Adjusted Close,IDFCFIRSTB Adjusted Close,INDUSINDBK Adjusted Close,KOTAKBANK Adjusted Close,PNB Adjusted Close,RBLBANK Adjusted Close,SBIN Adjusted Close
2018-04-25,497.78179931640625,490.7054443359375,136.35000610351562,93.61590576171875,940.2353515625,273.2545471191406,46.435279846191406,1823.7733154296875,1166.625244140625,92.30000305175781,512.4725341796875,237.1999969482422
2018-04-26,493.1375732421875,491.400390625,137.35000610351562,94.73793029785156,944.8857421875,273.20556640625,46.239349365234375,1857.480224609375,1184.45654296875,91.0,511.73492431640625,233.1999969482422
2018-04-27,538.5311889648438,502.7671203613281,143.1999969482422,95.8599624633789,941.5325317382812,282.0723571777344,46.97408676147461,1860.243896484375,1187.50341796875,93.4000015258789,528.74853515625,242.60000610351562
2018-04-30,516.6583251953125,509.7162170410156,148.9499969482422,95.90874481201172,951.763427734375,278.447265625,47.36594009399414,1873.371337890625,1209.8299560546875,95.4000015258789,521.76611328125,246.39999389648438
2018-05-02,523.100341796875,512.0987548828125,144.3000030517578,96.59171295166016,964.0991821289062,271.2950134277344,46.8271369934082,1844.0567626953125,1255.531982421875,92.80000305175781,509.7680358886719,241.0
2018-05-03,532.7384033203125,498.39910888671875,143.0500030517578,95.17698669433594,963.3159790039062,276.19384765625,45.79850769042969,1853.7789306640625,1232.2564697265625,92.05000305175781,511.931640625,241.89999389648438
2018-05-04,519.6546020507812,500.9305419921875,139.89999389648438,97.61617279052734,973.3999633789062,277.1246032714844,45.455631256103516,1866.6102294921875,1232.156494140625,91.55000305175781,514.8820190429688,241.9499969482422
2018-05-07,535.4349975585938,490.90399169921875,143.5500030517578,98.73818969726562,967.9663696289062,283.9339294433594,44.91682434082031,1865.2777099609375,1243.7445068359375,93.80000305175781,515.4721069335938,246.5
2018-05-08,541.577392578125,490.7550964355469,145.60000610351562,100.93346405029297,962.89990234375,303.0392150878906,44.622928619384766,1845.33984375,1240.5477294921875,92.6500015258789,510.55487060546875,250.0500030517578
2018-05-09,547.8196411132812,485.0469055175781,144.3000030517578,98.68941497802734,968.4558715820312,300.58978271484375,44.47598648071289,1854.716552734375,1249.8380126953125,93.0,506.5718688964844,248.0
2018-05-10,546.9707641601562,482.9125671386719,138.64999389648438,87.2252426147461,975.4558715820312,300.6387939453125,42.810585021972656,1860.885498046875,1246.1917724609375,91.4000015258789,510.7023620605469,247.9499969482422
2018-05-11,552.6137084960938,480.82781982421875,142.6999969482422,87.85943603515625,984.7860717773438,304.65582275390625,43.00651550292969,1869.6700439453125,1265.97119140625,88.80000305175781,509.8172912597656,250.35000610351562
2018-05-14,551.2154541015625,476.4598083496094,142.6999969482422,87.71308135986328,989.68115234375,303.822998046875,41.4390754699707,1890.15087890625,1270.2666015625,89.30000305175781,506.9161071777344,253.60000610351562
2018-05-15,549.0181884765625,480.3314514160156,139.64999389648438,84.29822540283203,997.5330810546875,302.0104675292969,40.16553497314453,1892.075439453125,1282.5037841796875,85.94999694824219,504.1624755859375,248.0
2018-05-16,549.3178100585938,478.9912414550781,132.0500030517578,81.61511993408203,990.45458984375,291.23309326171875,40.557395935058594,1900.6131591796875,1280.0562744140625,75.5999984741211,505.29339599609375,243.10000610351562
2018-05-17,538.7808837890625,480.3314514160156,130.0,80.59066009521484,992.6183471679688,290.0084228515625,41.34111404418945,1889.5091552734375,1269.367431640625,76.44999694824219,505.04754638671875,242.6999969482422
2018-05-18,532.239013671875,476.0627136230469,126.69999694824219,80.49309539794922,984.98193359375,280.3088073730469,40.16553497314453,1904.9560546875,1293.0426025390625,74.75,500.0811462402344,238.85000610351562
2018-05-21,526.1964721679688,465.390869140625,129.89999389648438,78.93202209472656,975.6273193359375,283.4440002441406,39.43080139160156,1899.9716796875,1275.311279296875,78.1500015258789,489.9516906738281,244.4499969482422
2018-05-22,522.65087890625,466.92962646484375,132.89999389648438,80.29795837402344,974.0852661132812,284.4237976074219,40.45943069458008,1879.244140625,1261.3758544921875,81.55000305175781,492.6561584472656,253.89999389648438
2018-05-23,519.6046752929688,492.3434753417969,136.60000610351562,80.24917602539062,963.1201782226562,286.13836669921875,39.626731872558594,1829.5968017578125,1254.0335693359375,80.55000305175781,491.1810302734375,263.20001220703125
2018-05-24,533.787109375,473.7298278808594,138.85000610351562,80.88336181640625,972.1762084960938,291.67401123046875,39.23487091064453,1846.4254150390625,1274.112548828125,82.0999984741211,487.2472229003906,268.5
2018-05-25,537.83203125,479.5869140625,141.3000030517578,82.34687805175781,983.2881469726562,289.6654968261719,40.01858901977539,1890.101318359375,1294.4910888671875,83.3499984741211,506.5227355957031,266.95001220703125
2018-05-28,545.4725952148438,481.0263366699219,145.39999389648438,84.59092712402344,999.6868896484375,293.192626953125,41.24314498901367,1889.6077880859375,1295.789794921875,88.69999694824219,513.2593383789062,272.04998779296875
2018-05-29,547.070556640625,476.2612609863281,140.39999389648438,84.68849182128906,994.987548828125,284.03192138671875,40.01858901977539,1852.93994140625,1282.9033203125,85.6500015258789,518.7174072265625,264.29998779296875
2018-05-30,540.9781494140625,466.4828796386719,138.4499969482422,84.00552368164062,1002.702392578125,279.1330871582031,39.23487091064453,1860.3919677734375,1301.88330078125,86.0999984741211,513.1609497070312,267.1499938964844
2018-05-31,545.222900390625,467.07855224609375,136.85000610351562,82.73714447021484,1060.75146484375,280.0148620605469,39.87164306640625,1930.0758056640625,1333.200439453125,83.6500015258789,507.35870361328125,269.54998779296875
2018-06-01,535.984375,471.64508056640625,136.9499969482422,80.98092651367188,1046.4525146484375,283.4440002441406,39.920623779296875,1890.545654296875,1316.617919921875,82.94999694824219,499.1468811035156,266.70001220703125
2018-06-04,536.3838500976562,470.50347900390625,131.5500030517578,79.22471618652344,1014.5223999023438,280.9456481933594,38.35319137573242,1877.5167236328125,1302.5826416015625,83.19999694824219,499.2944030761719,263.0
2018-06-05,530.2415161132812,466.6318054199219,127.75,80.24917602539062,1023.1495361328125,278.34930419921875,37.5694694519043,1874.753173828125,1303.331787109375,82.6500015258789,504.90008544921875,263.54998779296875
2018-06-06,530.7409057617188,492.09527587890625,130.25,81.22484588623047,1020.0556640625,278.1533203125,40.16553497314453,1894.8885498046875,1314.3201904296875,84.69999694824219,510.45648193359375,270.1499938964844
2018-06-07,541.7272338867188,494.42816162109375,131.39999389648438,84.00552368164062,1022.4552612304688,285.01165771484375,41.19416427612305,1875.78955078125,1309.07568359375,86.0999984741211,517.58642578125,269.6499938964844
2018-06-08,536.7334594726562,494.47784423828125,132.25,84.49335479736328,1016.0892333984375,282.415283203125,41.047218322753906,1864.1920166015625,1316.9674072265625,90.44999694824219,523.9788208007812,273.0
2018-06-11,539.2802734375,508.4753112792969,133.6999969482422,85.51781463623047,1012.5887451171875,280.6027526855469,41.29213333129883,1880.0830078125,1321.962158203125,91.5999984741211,532.3380737304688,274.0
2018-06-12,536.4837646484375,516.4171142578125,133.35000610351562,86.29834747314453,1013.352294921875,281.58245849609375,42.07584762573242,1929.3848876953125,1327.9061279296875,91.75,539.0747680664062,282.8500061035156
2018-06-13,539.9794311523438,531.804443359375,136.75,84.63970947265625,1007.2042846679688,284.86468505859375,42.85956573486328,1927.601318359375,1324.2598876953125,91.30000305175781,548.4174194335938,287.70001220703125
2018-06-14,531.3401489257812,543.2207641601562,135.14999389648438,83.66403198242188,1010.1593017578125,278.98614501953125,43.251426696777344,1945.3868408203125,1331.2525634765625,91.69999694824219,549.5484008789062,282.6000061035156
2018-06-15,528.0941772460938,546.1493530273438,131.3000030517578,81.85903930664062,1006.2919921875,276.78167724609375,42.36974334716797,1949.300537109375,1338.5948486328125,89.8499984741211,550.482666015625,277.45001220703125
2018-06-18,521.90185546875,547.9362182617188,130.39999389648438,81.95660400390625,1001.1157836914062,287.06915283203125,41.537044525146484,1949.89501953125,1313.9207763671875,88.5,542.467529296875,276.8500061035156
2018-06-19,516.5584716796875,530.3153686523438,127.8499984741211,80.78579711914062,1003.267578125,286.8731689453125,40.31248474121094,1913.7794189453125,1301.88330078125,86.80000305175781,533.07568359375,272.6000061035156
2018-06-20,518.4561157226562,535.7753295898438,125.0999984741211,81.46876525878906,1019.45068359375,287.26513671875,41.34111404418945,1949.3502197265625,1323.2109375,86.19999694824219,535.4359741210938,273.29998779296875
2018-06-21,512.4136352539062,533.6409301757812,122.0,80.29795837402344,1020.1746826171875,291.9189453125,41.635005950927734,1942.513427734375,1312.5721435546875,83.4000015258789,530.0269775390625,268.6499938964844
2018-06-22,524.998046875,532.2014770507812,121.5,80.88336181640625,1032.9466552734375,294.5643310546875,41.19416427612305,1935.3299560546875,1320.014404296875,81.9000015258789,544.8278198242188,273.04998779296875
2018-06-25,514.5609741210938,530.6130981445312,116.80000305175781,80.73701477050781,1038.6881103515625,283.83599853515625,41.39009475708008,1951.8765869140625,1326.607421875,79.80000305175781,549.5975341796875,268.45001220703125
2018-06-26,513.5621948242188,527.6349487304688,118.05000305175781,81.46876525878906,1038.0732421875,282.2683410644531,40.85129165649414,1965.104248046875,1328.4554443359375,79.8499984741211,550.3350830078125,267.3999938964844
2018-06-27,507.2200927734375,520.04052734375,115.1500015258789,80.73701477050781,1047.444091796875,273.4015197753906,40.116554260253906,1951.18310546875,1322.8114013671875,76.75,535.2883911132812,261.70001220703125
2018-06-28,503.97412109375,508.4753112792969,113.0,76.6879653930664,1056.49755859375,265.9063720703125,38.5001335144043,1949.5482177734375,1337.69580078125,72.80000305175781,533.1741333007812,257.0
2018-06-29,510.1664123535156,522.7208862304688,112.6500015258789,79.8589096069336,1045.3814697265625,269.82537841796875,38.05929183959961,1914.4730224609375,1341.541748046875,76.1500015258789,542.9100952148438,259.3500061035156
2018-07-02,511.6146240234375,523.81298828125,113.6500015258789,79.3222885131836,1027.9290771484375,271.7848815917969,37.81438064575195,1930.9207763671875,1336.546875,78.1500015258789,541.5333251953125,258.8500061035156
2018-07-03,510.91546630859375,555.18310546875,113.0,81.27363586425781,1026.4217529296875,267.3760070800781,38.40217208862305,1933.1004638671875,1351.7310791015625,77.1500015258789,555.5965576171875,257.5
2018-07-04,514.1115112304688,544.461669921875,113.0999984741211,81.46876525878906,1042.9620361328125,267.7189025878906,38.59810256958008,1958.16845703125,1363.8182373046875,76.0999984741211,560.8087768554688,257.45001220703125
2018-07-05,510.3661804199219,536.122802734375,113.25,80.151611328125,1052.977294921875,266.0533142089844,37.5694694519043,1946.4271240234375,1363.568603515625,75.55000305175781,555.1048583984375,256.45001220703125
2018-07-06,513.0628051757812,540.3418579101562,115.55000305175781,79.51742553710938,1048.703369140625,264.5837097167969,38.108280181884766,1941.423583984375,1369.761962890625,76.94999694824219,553.72802734375,257.20001220703125
2018-07-09,524.5985107421875,553.8926391601562,117.0,82.78592681884766,1053.9093017578125,265.7104187011719,38.108280181884766,1940.3336181640625,1383.6474609375,77.80000305175781,569.6106567382812,261.54998779296875
2018-07-10,531.889404296875,575.7822265625,119.5,81.41998291015625,1064.202392578125,267.86590576171875,38.6470832824707,1917.3463134765625,1370.711181640625,77.8499984741211,570.299072265625,263.75
2018-07-11,535.8844604492188,563.2738647460938,116.19999694824219,79.95646667480469,1065.1146240234375,263.3099670410156,38.6470832824707,1897.232666015625,1386.2027587890625,75.55000305175781,569.8565673828125,259.1000061035156
2018-07-12,537.6822509765625,560.0418701171875,119.44999694824219,77.95634460449219,1073.890380859375,266.78814697265625,38.40217208862305,1920.368408203125,1389.05126953125,76.0999984741211,566.1685791015625,262.75
2018-07-13,522.3512573242188,565.809814453125,117.4000015258789,76.00499725341797,1081.3077392578125,262.3302307128906,37.275577545166016,1906.1004638671875,1403.5933837890625,73.8499984741211,561.1529541015625,257.75
2018-07-16,521.452392578125,554.2738037109375,113.05000305175781,72.3462142944336,1075.33837890625,254.00233459472656,35.365264892578125,1905.1097412109375,1407.691162109375,73.8499984741211,541.0908203125,251.60000610351562
2018-07-17,537.2328491210938,559.64404296875,120.80000305175781,86.15200805664062,1079.255126953125,261.05657958984375,36.68778991699219,1887.5225830078125,1399.8453369140625,78.69999694824219,552.7937622070312,259.04998779296875
2018-07-18,525.8968505859375,597.1856689453125,117.6500015258789,83.85916137695312,1078.9774169921875,257.3824768066406,36.099998474121094,1882.5986328125,1397.7965087890625,75.19999694824219,555.6948852539062,259.54998779296875
2018-07-19,526.1465454101562,614.0918579101562,120.05000305175781,83.76160430908203,1083.885986328125,255.912841796875,36.19796371459961,1878.3211669921875,1346.674072265625,75.30000305175781,548.1715698242188,260.20001220703125
2018-07-20,533.0380249023438,683.6060791015625,120.25,83.66403198242188,1085.3536376953125,260.4197082519531,36.099998474121094,1892.5460205078125,1332.5816650390625,75.55000305175781,568.2338256835938,261.5
2018-07-23,539.6797485351562,677.4403076171875,126.30000305175781,85.71294403076172,1069.1802978515625,271.50457763671875,37.70000076293945,1929.9483642578125,1336.3297119140625,78.94999694824219,560.3662719726562,266.3500061035156
2018-07-24,545.422607421875,704.7885131835938,132.5500030517578,85.56659698486328,1070.826416015625,271.8017578125,38.70000076293945,1937.16015625,1311.54296875,79.30000305175781,560.317138671875,266.8500061035156
2018-07-25,531.5897827148438,691.2635498046875,131.8000030517578,84.78605651855469,1076.08203125,272.0989685058594,38.400001525878906,1954.7174072265625,1314.191650390625,79.25,560.5137939453125,271.8500061035156
2018-07-26,540.9781494140625,660.8324584960938,138.85000610351562,86.10321807861328,1087.1087646484375,282.996826171875,38.20000076293945,1950.0421142578125,1310.5435791015625,80.8499984741211,559.9215087890625,287.70001220703125
2018-07-27,552.5637817382812,683.2579956054688,137.85000610351562,88.5911865234375,1091.8387451171875,290.4767150878906,39.29999923706055,1971.130615234375,1310.3935546875,82.0,562.6853637695312,286.75
2018-07-30,568.9434204101562,686.1917114257812,152.0500030517578,88.10334777832031,1075.853759765625,304.4952697753906,41.29999923706055,1959.8402099609375,1304.5467529296875,85.9000015258789,555.4796752929688,297.3999938964844
2018-07-31,549.7173461914062,697.4790649414062,153.35000610351562,86.83497619628906,1080.613525390625,301.424072265625,40.04999923706055,1984.6591796875,1306.1458740234375,85.0999984741211,565.49853515625,293.5
2018-08-01,544.4738159179688,703.0481567382812,150.1999969482422,85.46903228759766,1070.30078125,296.5199890136719,39.54999923706055,1990.826416015625,1311.99267578125,87.4000015258789,561.5995483398438,295.1000061035156
2018-08-02,546.5712280273438,695.5895385742188,147.25,86.11054229736328,1056.1702880859375,295.7770080566406,40.099998474121094,2012.4124755859375,1279.51025390625,85.1500015258789,561.352783203125,293.8999938964844
2018-08-03,574.037109375,694.8436889648438,149.60000610351562,86.11054229736328,1051.926025390625,302.1670837402344,41.150001525878906,2005.250244140625,1308.79443359375,88.1500015258789,560.4644165039062,299.25
2018-08-06,596.0597534179688,685.0480346679688,150.5500030517578,87.29486846923828,1048.2869873046875,312.17327880859375,41.5,1989.28466796875,1282.10888671875,90.05000305175781,558.1941528320312,308.5
2018-08-07,592.3143920898438,671.7220458984375,146.14999389648438,86.25858306884766,1056.517333984375,310.2413635253906,41.45000076293945,1983.8135986328125,1283.00830078125,82.8499984741211,557.79931640625,304.04998779296875
2018-08-08,595.5603637695312,688.926513671875,148.60000610351562,87.09748077392578,1059.2244873046875,315.7398376464844,41.04999923706055,1990.1302490234375,1287.60595703125,80.44999694824219,564.1659545898438,308.70001220703125
2018-08-09,620.2796630859375,725.672607421875,154.75,88.38050842285156,1050.369384765625,329.9070129394531,42.79999923706055,1974.6123046875,1276.5618896484375,83.4000015258789,560.0696411132812,317.3999938964844
2018-08-10,614.736572265625,698.8215942382812,148.3000030517578,88.03507232666016,1048.3563232421875,325.5478820800781,43.400001525878906,1969.0914306640625,1284.807373046875,83.25,561.4021606445312,304.45001220703125
2018-08-13,604.1497192382812,681.716552734375,145.64999389648438,86.50531768798828,1037.0518798828125,321.88226318359375,44.599998474121094,1983.4156494140625,1286.45654296875,80.4000015258789,554.986083984375,294.1499938964844
2018-08-14,617.2833862304688,695.0426025390625,146.3000030517578,87.64030456542969,1035.792724609375,329.3621520996094,44.54999923706055,1987.09619140625,1292.3033447265625,79.9000015258789,556.8616333007812,294.8999938964844
2018-08-16,622.6766967773438,696.782958984375,142.6999969482422,88.5285415649414,1029.1488037109375,331.1949157714844,45.349998474121094,1973.7666015625,1244.72900390625,81.55000305175781,563.8698120117188,292.70001220703125
2018-08-17,626.5219116210938,700.0150146484375,146.1999969482422,85.12360382080078,1029.971923828125,336.8420104980469,46.599998474121094,1979.93408203125,1262.5694580078125,83.44999694824219,566.0414428710938,302.1000061035156
2018-08-20,623.6255493164062,695.8878784179688,151.0,80.43563842773438,1039.312744140625,335.3064270019531,47.900001525878906,1980.4810791015625,1274.063232421875,84.19999694824219,583.6608276367188,307.6499938964844
2018-08-21,634.96142578125,681.2689819335938,150.89999389648438,80.78106689453125,1039.2435302734375,335.70269775390625,47.099998474121094,1965.56005859375,1262.7193603515625,83.6500015258789,588.892333984375,307.0
2018-08-23,630.9663696289062,662.0258178710938,149.85000610351562,80.43563842773438,1031.2310791015625,334.0680236816406,47.29999923706055,1946.9085693359375,1247.0277099609375,84.5,587.4116821289062,302.45001220703125
2018-08-24,639.1063232421875,670.8766479492188,147.39999389648438,80.53433227539062,1026.253173828125,328.54498291015625,46.849998474121094,1918.011474609375,1253.8240966796875,85.80000305175781,601.8231201171875,300.45001220703125
2018-08-27,649.3934936523438,685.5452880859375,150.0500030517578,78.85653686523438,1031.4989013671875,338.24755859375,47.20000076293945,1941.08935546875,1274.213134765625,85.25,628.572998046875,308.0
2018-08-28,659.2312622070312,694.1475219726562,143.85000610351562,78.60979461669922,1038.6484375,337.25244140625,47.45000076293945,1923.4825439453125,1284.4075927734375,82.9000015258789,626.1546020507812,305.3500061035156
2018-08-29,656.085205078125,682.3629760742188,147.6999969482422,79.79412078857422,1030.5369873046875,338.99395751953125,48.25,1895.5302734375,1287.90576171875,84.1500015258789,631.6329956054688,309.70001220703125
2018-08-30,648.944091796875,673.6612548828125,150.14999389648438,79.79412078857422,1024.3890380859375,342.67596435546875,48.54999923706055,1865.7874755859375,1277.3614501953125,85.0999984741211,618.8009033203125,308.6000061035156
2018-08-31,648.4447021484375,690.9652099609375,152.9499969482422,80.04085540771484,1021.9595336914062,340.9344787597656,47.599998474121094,1896.57470703125,1286.5565185546875,88.1500015258789,619.1463623046875,309.6000061035156
2018-09-03,631.0162963867188,667.0479736328125,151.6999969482422,79.6954345703125,1028.8314208984375,332.5255432128906,47.900001525878906,1887.025146484375,1268.416259765625,86.3499984741211,615.8396606445312,306.3500061035156
2018-09-04,641.00390625,634.7770385742188,145.5500030517578,75.9944076538086,1017.2989501953125,326.90301513671875,44.95000076293945,1845.8428955078125,1256.92236328125,83.1500015258789,600.1450805664062,296.3999938964844
2018-09-05,636.859130859375,631.89306640625,144.5500030517578,76.73461151123047,1014.3438720703125,328.04742431640625,44.849998474121094,1845.0968017578125,1237.48291015625,83.0999984741211,585.8817138671875,296.54998779296875
2018-09-06,637.4083862304688,639.6002807617188,146.10000610351562,76.33983612060547,1017.4971923828125,327.0522766113281,44.900001525878906,1870.1146240234375,1260.220703125,83.25,583.9075927734375,296.45001220703125
2018-09-07,644.749267578125,655.0147705078125,148.0500030517578,77.03069305419922,1019.847412109375,333.470947265625,45.75,1865.986328125,1244.2791748046875,84.4000015258789,601.8724365234375,291.6499938964844
2018-09-10,650.9415893554688,642.73291015625,146.60000610351562,74.56334686279297,1012.0235595703125,331.2816162109375,44.79999923706055,1819.531982421875,1222.69091796875,82.69999694824219,591.5081176757812,284.8500061035156
2018-09-11,649.3435668945312,616.82666015625,140.5,74.8100814819336,991.814453125,324.9624938964844,43.900001525878906,1816.8958740234375,1205.75,81.69999694824219,595.1109619140625,282.6000061035156
2018-09-12,634.6618041992188,609.4177856445312,133.5500030517578,75.25419616699219,997.4864501953125,321.3302307128906,43.650001525878906,1818.736083984375,1229.7371826171875,81.1500015258789,590.7184448242188,285.29998779296875
2018-09-14,635.6106567382812,621.8488159179688,134.39999389648438,76.83330535888672,1006.2919921875,326.7537536621094,44.849998474121094,1862.9525146484375,1238.8822021484375,82.80000305175781,603.3530883789062,290.6499938964844
2018-09-17,625.173583984375,621.05322265625,135.25,76.63591766357422,987.748779296875,324.11663818359375,44.25,1867.18017578125,1229.7371826171875,83.0,588.9417114257812,285.29998779296875
2018-09-18,607.8450927734375,615.9813842773438,113.0999984741211,74.36595153808594,986.2612915039062,317.2999572753906,43.849998474121094,1852.3585205078125,1214.645263671875,79.30000305175781,588.4974975585938,273.79998779296875
2018-09-19,608.0448608398438,598.9757080078125,116.3499984741211,74.16856384277344,972.453125,319.3897399902344,43.29999923706055,1795.1607666015625,1226.239013671875,79.25,582.0321655273438,271.5
2018-09-21,598.456787109375,566.4561767578125,111.44999694824219,72.54011535644531,976.8657836914062,315.5584411621094,40.5,1753.1826171875,1179.5640869140625,72.8499984741211,557.3057250976562,270.6000061035156
2018-09-24,596.6090087890625,544.726806640625,107.69999694824219,70.96101379394531,954.7775268554688,307.2490234375,38.79999923706055,1665.396728515625,1148.0810546875,69.19999694824219,524.4852905273438,264.3500061035156
2018-09-25,613.5879516601562,563.9202880859375,109.44999694824219,70.91165924072266,968.015625,309.5876159667969,37.95000076293945,1687.828125,1182.71240234375,66.94999694824219,514.4664916992188,270.8999938964844
2018-09-26,616.6841430664062,549.550048828125,109.1500015258789,70.56623077392578,975.849365234375,311.577880859375,38.25,1692.8516845703125,1168.77001953125,67.05000305175781,529.3220825195312,263.8500061035156
2018-09-27,599.4056396484375,567.2020874023438,104.3499984741211,69.48059844970703,979.7910766601562,305.15924072265625,36.650001525878906,1673.15576171875,1141.83447265625,62.5,516.440673828125,265.3500061035156
2018-09-28,612.4893188476562,562.1302490234375,99.5,69.77667999267578,994.6206665039062,304.0645751953125,36.29999923706055,1681.1634521484375,1140.98486328125,59.70000076293945,505.28662109375,265.5
2018-10-01,592.7139282226562,449.7041931152344,104.4000015258789,72.09599304199219,1009.1875,312.4735107421875,37.349998474121094,1634.0126953125,1121.3955078125,63.20000076293945,518.1187133789062,273.8500061035156
2018-10-03,571.5402221679688,443.9361877441406,103.30000305175781,69.28321075439453,1007.0654907226562,302.2236022949219,37.5,1630.0833740234375,1097.6583251953125,64.6500015258789,519.3525390625,271.70001220703125
2018-10-04,585.5228271484375,455.8699645996094,103.3499984741211,67.16129302978516,970.668212890625,314.9613342285156,36.70000076293945,1581.14208984375,1073.921142578125,64.80000305175781,502.2760314941406,271.3500061035156
2018-10-05,567.7948608398438,456.26776123046875,99.0999984741211,67.40802764892578,974.4115600585938,305.8060607910156,35.349998474121094,1598.898193359375,1051.633056640625,63.849998474121094,483.91632080078125,258.3500061035156
2018-10-08,555.8596801757812,468.5993347167969,97.5,69.38190460205078,964.3466186523438,309.33880615234375,33.75,1591.5869140625,1103.705078125,62.849998474121094,488.70367431640625,265.75
2018-10-09,552.1642456054688,484.1629638671875,93.25,69.8260269165039,962.1651000976562,304.76116943359375,33.599998474121094,1599.4453125,1107.852783203125,62.650001525878906,493.2935791015625,262.95001220703125
2018-10-10,588.4691772460938,509.3233337402344,95.5999984741211,72.63880920410156,975.3287963867188,318.2950744628906,35.900001525878906,1629.3372802734375,1137.136962890625,66.30000305175781,527.7920532226562,278.6499938964844
2018-10-11,580.1295166015625,467.6048583984375,93.94999694824219,70.36885070800781,960.6528930664062,310.1847229003906,35.150001525878906,1584.1761474609375,1114.948974609375,64.30000305175781,512.9364624023438,262.1499938964844
2018-10-12,584.174560546875,465.21807861328125,96.5,72.78684997558594,982.6171264648438,317.8472595214844,36.5,1644.009765625,1166.521240234375,66.5,520.04345703125,263.75
2018-10-15,575.8348388671875,468.15179443359375,97.3499984741211,74.8100814819336,995.6123046875,311.82666015625,36.099998474121094,1618.3951416015625,1169.8193359375,67.55000305175781,520.339599609375,263.20001220703125
